מרכז מיר''ב,{'31.07.2019'},1
עין חוד,{'31.07.2019'},1
בית צבי,{'31.07.2019'},1
ג'ת,{'31.07.2019'},1
מועאוויה,{'31.07.2019'},1
גבעת ניל''י,{'31.07.2019'},1
תלמי אלעזר,{'31.07.2019'},1
דישון,{'18.06.2019'},1
קו העימות,{'20.05.2019'},1
גליל עליון,"{'20.05.2019', '23.07.2018'}",2
גליל תחתון,{'20.05.2019'},1
עוטף עזה,"{'24.03.2019', '31.03.2019', '15.07.2018', '04.11.2018', '12.01.2019', '13.11.2018', '25.07.2018', '11.10.2018', '23.09.2018', '08.03.2019', '06.05.2019', '05.05.2019', '27.10.2018', '11.11.2018', '12.11.2018', '16.07.2018', '18.07.2018', '19.07.2018', '06.03.2019', '21.10.2018', '20.07.2018', '08.08.2018', '26.07.2018', '17.10.2018', '29.03.2019', '15.03.2019', '14.07.2018', '02.05.2019', '09.08.2018', '26.03.2019', '25.03.2019', '09.03.2019', '02.04.2019', '26.10.2018', '06.02.2019', '04.05.2019'}",36
מרכז הנגב,"{'14.07.2018', '11.10.2018', '24.10.2018', '08.03.2019', '06.05.2019', '05.05.2019', '09.08.2018', '25.03.2019', '26.03.2019', '12.11.2018', '06.02.2019', '11.11.2018', '08.08.2018', '13.11.2018', '17.10.2018', '06.03.2019', '04.05.2019', '19.07.2018'}",18
לכיש,"{'14.07.2018', '06.05.2019', '05.05.2019', '09.08.2018', '26.03.2019', '08.08.2018', '07.01.2019', '12.11.2018', '13.11.2018', '18.07.2018', '04.05.2019', '27.03.2019'}",12
דרום השפלה,"{'05.05.2019', '04.05.2019'}",2
דרום הנגב,"{'05.05.2019', '04.05.2019', '17.10.2018', '12.11.2018'}",4
השפלה,"{'05.05.2019', '04.05.2019'}",2
יהודה,"{'16.10.2018', '04.05.2019', '12.11.2018'}",3
בית שמש,{'04.05.2019'},1
חפר,{'25.03.2019'},1
שרון,"{'26.12.2018', '25.03.2019'}",2
דן,"{'26.12.2018', '14.03.2019'}",2
מעלה אדומים,{'06.02.2019'},1
שומרון,"{'16.10.2018', '06.02.2019'}",2
ירושלים,{'06.02.2019'},1
אילת,{'02.01.2019'},1
ערבה,{'02.01.2019'},1
ים המלח,"{'16.10.2018', '12.11.2018'}",2
בקעה,{'16.10.2018'},1
הקריות,{'05.09.2018'},1
גולן,"{'11.07.2018', '24.07.2018', '23.07.2018', '25.07.2018', '18.07.2018'}",5
קצרין,"{'24.07.2018', '23.07.2018', '18.07.2018'}",3
עמק הירדן,"{'11.07.2018', '24.07.2018'}",2
נתניה - מערב,{'03.11.2021'},1
הרצליה - מערב,{'03.11.2021'},1
ירושלים - צפון,{'03.11.2021'},1
ירושלים - מרכז,{'03.11.2021'},1
ירושלים - מערב,{'03.11.2021'},1
ירושלים - מזרח,{'03.11.2021'},1
הרצליה - מרכז וגליל ים,{'03.11.2021'},1
ירושלים - כפר עקב,{'03.11.2021'},1
ירושלים - דרום,{'03.11.2021'},1
ירושלים - אזור תעשייה עטרות,{'03.11.2021'},1
אשקלון - צפון,{'03.11.2021'},1
אשקלון - דרום,{'03.11.2021'},1
רמת גן - מערב,"{'16.05.2021', '03.11.2021'}",2
המכללה האקדמית כנרת,{'03.11.2021'},1
תל קציר,{'03.11.2021'},1
שער הגולן,{'03.11.2021'},1
מעגן,{'03.11.2021'},1
מסדה,{'03.11.2021'},1
האון,{'03.11.2021'},1
אזור תעשייה צמח,{'03.11.2021'},1
לקיה,{'03.11.2021'},1
מגדל,{'03.11.2021'},1
יבנאל,{'03.11.2021'},1
שפרעם,"{'19.05.2021', '03.11.2021'}",2
קריית ביאליק,"{'19.05.2021', '03.11.2021'}",2
עכו,"{'19.05.2021', '03.11.2021'}",2
כרמיאל,{'03.11.2021'},1
כפר כמא,{'03.11.2021'},1
קריית ים,"{'19.05.2021', '03.11.2021'}",2
קריית אתא,{'03.11.2021'},1
אזור תעשייה כרמיאל,{'03.11.2021'},1
שלומית,"{'16.05.2021', '10.09.2021', '20.05.2021'}",3
קריית שמונה,{'04.08.2021'},1
כפר גלעדי,{'04.08.2021'},1
תל חי,{'04.08.2021'},1
שלומי,{'20.07.2021'},1
אדמית,{'20.07.2021'},1
מצובה,{'20.07.2021'},1
כברי,{'20.07.2021'},1
יערה,{'20.07.2021'},1
חניתה,{'20.07.2021'},1
שייח' דנון,{'20.07.2021'},1
נתיב השיירה,{'20.07.2021'},1
ראש הנקרה,{'20.07.2021'},1
גבולות,{'21.05.2021'},1
מגן,"{'16.05.2021', '19.05.2021', '21.05.2021'}",3
גברעם,"{'16.05.2021', '19.05.2021', '20.05.2021'}",3
נווה,{'20.05.2021'},1
תראבין א-צאנע ופזורה,"{'16.05.2021', '18.05.2021', '20.05.2021', '17.05.2021'}",4
רהט והפזורה,"{'16.05.2021', '17.05.2021', '20.05.2021'}",3
משמר הנגב,"{'16.05.2021', '18.05.2021', '20.05.2021', '17.05.2021'}",4
ואדי אל נעם,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
אזור תעשייה עידן הנגב,"{'16.05.2021', '17.05.2021', '20.05.2021'}",3
להבים,"{'16.05.2021', '17.05.2021', '20.05.2021'}",3
רנן,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
פדויים,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
תל שבע,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
נבטים,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
אבו-תלול והפזורה,"{'16.05.2021', '17.05.2021', '20.05.2021'}",3
פטיש,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
מסלול,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
קרית חינוך מרחבים,"{'18.05.2021', '20.05.2021', '17.05.2021'}",3
גילת,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
בטחה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
אופקים,"{'18.05.2021', '19.05.2021', '20.05.2021', '17.05.2021'}",4
אום בטין והפזורה,"{'16.05.2021', '19.05.2021', '20.05.2021'}",3
מולדה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
אל-סייד והפזורה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
חצרים,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
תפרח,"{'16.05.2021', '18.05.2021', '20.05.2021', '17.05.2021'}",4
אשל הנשיא,"{'16.05.2021', '17.05.2021', '20.05.2021'}",3
גבעות בר,"{'16.05.2021', '18.05.2021', '20.05.2021', '17.05.2021'}",4
שובל,"{'17.05.2021', '20.05.2021'}",2
צאלים,"{'18.05.2021', '19.05.2021', '20.05.2021'}",3
קריית מלאכי,"{'16.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",4
באר טוביה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '20.05.2021'}",5
אורות,"{'16.05.2021', '20.05.2021'}",2
נגבה,{'20.05.2021'},1
עין הבשור,"{'16.05.2021', '19.05.2021', '18.05.2021'}",3
עכו - אזור תעשייה,{'19.05.2021'},1
עין המפרץ,{'19.05.2021'},1
כפר מסריק,{'19.05.2021'},1
קריית מוצקין,{'19.05.2021'},1
אזור תעשייה שער נעמן,{'19.05.2021'},1
אעבלין,{'19.05.2021'},1
זרחיה,"{'16.05.2021', '19.05.2021'}",2
אזור תעשייה תימורים,"{'16.05.2021', '19.05.2021'}",2
תימורים,"{'16.05.2021', '19.05.2021'}",2
ערוגות,"{'16.05.2021', '19.05.2021'}",2
אביגדור,"{'16.05.2021', '17.05.2021', '19.05.2021'}",3
חצור אשדוד,"{'16.05.2021', '19.05.2021', '18.05.2021'}",3
נס ציונה,"{'16.05.2021', '19.05.2021'}",2
נצר סרני,{'19.05.2021'},1
גיבתון,{'19.05.2021'},1
פדיה,{'18.05.2021'},1
קצר-א-סיר והפזורה,{'18.05.2021'},1
דימונה,{'18.05.2021'},1
אבו קרינאת והפזורה,{'18.05.2021'},1
ניר ח''ן,{'18.05.2021'},1
נהורה,{'18.05.2021'},1
זוהר,{'18.05.2021'},1
יד נתן,{'18.05.2021'},1
רווחה,{'18.05.2021'},1
קוממיות,{'18.05.2021'},1
קריית גת,{'18.05.2021'},1
כרמי גת,{'18.05.2021'},1
אורים,"{'16.05.2021', '17.05.2021', '18.05.2021'}",3
חלץ,{'17.05.2021'},1
משגב עם,{'17.05.2021'},1
מקווה ישראל,{'16.05.2021'},1
גבעתיים,{'16.05.2021'},1
אזור,{'16.05.2021'},1
משמר השבעה,{'16.05.2021'},1
נטעים,{'16.05.2021'},1
בית חנן,{'16.05.2021'},1
רמת גן - מזרח,{'16.05.2021'},1
קריית אונו,{'16.05.2021'},1
גבעת שמואל,{'16.05.2021'},1
בני ברק,{'16.05.2021'},1
אזור תעשייה אפק ולב הארץ,{'16.05.2021'},1
שהם,{'16.05.2021'},1
צפריה,{'16.05.2021'},1
סתריה,{'16.05.2021'},1
נען,{'16.05.2021'},1
כפר טרומן,{'16.05.2021'},1
כפר חב''ד,{'16.05.2021'},1
כפר ביל''ו,{'16.05.2021'},1
חדיד,{'16.05.2021'},1
ברקת,{'16.05.2021'},1
בית עריף,{'16.05.2021'},1
בית נחמיה,{'16.05.2021'},1
בית דגן,{'16.05.2021'},1
תעשיון צריפין,{'16.05.2021'},1
תעשיון חצב,{'16.05.2021'},1
רינתיה,{'16.05.2021'},1
עינת,{'16.05.2021'},1
עיינות,{'16.05.2021'},1
נחשונים,{'16.05.2021'},1
נחלים,{'16.05.2021'},1
נופך,{'16.05.2021'},1
מצליח,{'16.05.2021'},1
מזור,{'16.05.2021'},1
מגשימים,{'16.05.2021'},1
כפר קאסם,{'16.05.2021'},1
כפר נוער בן שמן,{'16.05.2021'},1
גינתון,{'16.05.2021'},1
בני עטרות,{'16.05.2021'},1
בן שמן,{'16.05.2021'},1
בארות יצחק,{'16.05.2021'},1
שערי תקווה,{'16.05.2021'},1
קרני שומרון,{'16.05.2021'},1
מעלה שומרון,{'16.05.2021'},1
יגל,{'16.05.2021'},1
טירת יהודה,{'16.05.2021'},1
זיתן,{'16.05.2021'},1
אחיעזר,{'16.05.2021'},1
רמלה,{'16.05.2021'},1
ראש העין,{'16.05.2021'},1
ניר צבי,{'16.05.2021'},1
לוד,{'16.05.2021'},1
